en_lemma	total_freq	action	eo_root	eo_word	eo_gloss	component_roots	proposed_tier	cefr	alt_candidates	flag	notes
gentlly	1						1	A1		no_match	
glacier	1	NEW	glaĉer	glaĉero	glacier		1	A1	glaciaro, glaciejo	ok	
gliding	1	NEW	glisad	glisado	glide, gliding, hovering		1	A1	glitado, ŝovebla	ok	
glimpse	1	NEW	ekvid	ekvido	glimpse		1	A1	videto	ok	
glint	1						1	A1		no_match	
gloom	1	NEW	malgaj	malgajo	gloom (sadness)		1	A1	malheleco, mallumo, melankolio, morneco	ok	
gluing	1						1	A1		no_match	
goggle	1						1	A1		no_match	
gooey	1						1	A1		no_match	
gown	1	LINK	rob	robo	dress, gown, robe		1	A1	ĥalato, talaro	ok	
gratefully	1	NEW	dankem	dankeme	gratefully, thankfully		1	A1		ok	
griddle	1						1	A1		no_match	
grimy	1						1	A1		no_match	
gruff	1	NEW	malafabl	malafabla	blunt, brutal, gruff, harsh, rough, sour, surly, unkind, unpleasant, rude		1	A1	malĝentila	ok	
grumpiest	1						1	A1		no_match	
guffaw	1	NEW	rideg	ridego	guffaw		1	A1		ok	
guilt	1	LINK	kulp	kulpo	fault, offense, guilt, failing		1	A1	kulpsentoj	ok	
guiltily	1	NEW	kulposent	kulposente	guiltily, with feelings of guilt	kulp+sent	1	A1		compound	
gunshot	1	NEW	pafilpaf	pafilpafo	gunshot		1	A1		ok	
hairstyle	1						1	A1		no_match	
halfway	1	NEW	mezvoj	mezvoje	halfway	mez+voj	1	A1	duonvoja, duonvoje	compound	
hamburger	1	NEW	hamburgr	hamburgro	hamburger		1	A1	hamburgano, hamburgero	ok	
happenne	1						1	A1		no_match	
hardwork	1						1	A1		no_match	
harness	1	NEW	jung	jungi	to harness, yoke		1	A1	harniso, jungaĵo, jungilaro	ok	
heap	1	LINK	mas	maso	lump, mass, pile, heap		1	A1	akumuli, amasaĵo, amasigi, amaso, stako	ok	
hearte	1						1	A1		no_match	
heater	1	NEW	hejtil	hejtilo	heater		1	A1		ok	
hedgewit	1						1	A1		no_match	
helpamy	1						1	A1		no_match	
hesitantly	1	NEW	balbut	balbute	falteringly, haltingly, hesitantly		1	A1	heziteme, ŝanceliĝe	ok	
hilarious	1						1	A1		no_match	
hilltop	1						1	A1		no_match	
him-	1						1	A1		no_match	
hippos	1	NEW	hipopotamed	hipopotamedoj	hippos		1	A1		ok	
hoist	1	NEW	his	hisi	to hoist, hoist up, run up, wind up		1	A1	suprenlevi, ŝarĝlifto, tirlevi, varlifto, vinĉo	ok	
homemade	1						1	A1		no_match	
homeward	1						1	A1		no_match	
honestly	1	LINK	honest	honeste	honestly, uprightly		1	A1		ok	
honeycomb	1	NEW	ĉelar	ĉelaro	honeycomb		1	A1	mielĉelaro, mieltavolo	ok	
honorary	1	NEW	moŝt	moŝta	honorary		1	A1	honora, honore, honorofica	ok	
hopefully	1	NEW	esperebl	espereble	hopefully		1	A1	espermeme	ok	
hosepipe	1						1	A1		no_match	
howl	1	NEW	muĝ	muĝi	to bellow, howl, roar, low, moo, roar		1	A1	hojli, hundblekegi, hurli, hurlo, ŝriki	ok	
huff	1						1	A1		no_match	
humbly	1	NEW	humil	humile	humbly		1	A1		ok	
hunker	1						1	A1		no_match	
hurray	1	NEW	hur	hura	hurrah, hurray, yea		1	A1		ok	reclaimed from proper_noun — confirm not a name
iceberg	1	NEW	glacmont	glacmonto	iceberg	glac+mont	1	A1	glacierego, glaciinsulo, glacimonto	compound	
icky	1						1	A1		no_match	
identical	1	LINK	ident	identa	identical		1	A1		ok	
ignition	1	NEW	sparkad	sparkado	ignition		1	A1		ok	
ignorance	1	NEW	nesci	nescio	ignorance		1	A1	malklereco, malscio, senscieco, senscio	ok	reclaimed from proper_noun — confirm not a name
imaginable	1	NEW	imagebl	imagebla	imaginable		1	A1	konceptebla	ok	
imaginative	1	NEW	imagem	imagema	imaginative		1	A1		ok	
impatience	1	NEW	malpacienc	malpacienco	impatience		1	A1	senpacienco	ok	
independently	1	NEW	memstar	memstare	independently, self-assuredly		1	A1	sendepende	ok	
inevitable	1	NEW	fatal	fatala	fated, fateful, ill-fated, inevitable, ruinous		1	A1	neevitebla	ok	
inevitably	1						1	A1		no_match	
infect	1	LINK	infekt	infekti	to infect		1	A1		ok	
infectious	1	LINK	infekt	infekta	catching, contagious, infectious		1	A1	kontaĝa	ok	
injection	1	NEW	enĵet	enĵeta	injection		1	A1	disĵeto, enjekcio, injektaĵo, injekto, klistero	ok	
inquire	1	LINK	enket	enketi	to inquire, investigate, make an inquiry, survey		1	A1	demandi	ok	
inscribe	1	NEW	enskrib	enskribi	to enter, inscribe, register		1	A1		ok	
inseperable	1						1	A1		no_match	
inspection	1	NEW	inspek	inspeko	inspection		1	A1	inspekado, inspektado, inspekto	ok	
instant	1	LINK	moment	momento	instant, moment		1	A1	momenteto, prompta, tujpreta	ok	
instinctively	1	NEW	instinkt	instinkte	instinctively		1	A1		ok	reclaimed from proper_noun — confirm not a name
intensely	1	LINK	intens	intense	intensely		1	A1		ok	
intruder	1	NEW	trudul	trudulo	interloper, intruder		1	A1	entrudinto	ok	
jabbed	1						1	A1		no_match	
jaw	1	NEW	makzel	makzelo	jaw, jawbone		1	A1		ok	
jealousy	1	NEW	ĵaluz	ĵaluzo	jealousy		1	A1		ok	
jig	1	NEW	ĝig	ĝigo	jig		1	A1	ĵigo, ŝablono	ok	
jiggle	1						1	A1		no_match	
jiggly	1						1	A1		no_match	
jigsaw	1	NEW	arabeskosegil	arabeskosegilo	jigsaw		1	A1		ok	
joyous	1	LINK	ĝoj	ĝoja	happy, glad, joyful, joyous		1	A1		ok	
joystick	1	NEW	levier	leviero	joystick		1	A1	ludbastono, ludmantenilo, regstango, stirilo, stirkolono	ok	
judgement	1						1	A1		no_match	
jumble	1	NEW	fatras	fatraso	jumble, junk, trash		1	A1		ok	
justo	1						1	A1		no_match	
kayaker	1						1	A1		no_match	
keepsake	1	NEW	memoraĵ	memoraĵo	keepsake, memento, souvenir, memorial		1	A1	memorigaĵo	ok	
kernel	1	LINK	kern	kerno	core, kernel, nucleus, pit, stone		1	A1		ok	
keyhole	1	NEW	ŝlosiltru	ŝlosiltruo	keyhole	ŝlosil+tru	1	A1		compound	
knowledgeable	1						1	A1		no_match	
lavish	1	NEW	prodig	prodigi	to lavish, squander		1	A1	malŝpara	ok	
laze	1						1	A1		no_match	
ledge	1						1	A1		no_match	
leftover	1						1	A1		no_match	
lesson-	1						1	A1		no_match	
lifetime	1	NEW	dumviv	dumvivo	lifetime	dum+viv	1	A1	vivodaŭro, vivotempo, vivtempo	compound	
lipstick	1	NEW	ruĵ	ruĵo	lipstick		1	A1	ruĝigilo	ok	
litter	1	NEW	kuŝej	kuŝejo	couch, berth (ship), litter (animals), lair		1	A1	pajlaĵo, palankeno, portilo, portoseĝo	ok	
littler	1						1	A1		no_match	
litttle	1						1	A1		no_match	
loaf	1	LINK	pan	pano	bread, loaf		1	A1	bulkego	ok	
locker	1						1	A1		no_match	
lolly	1						1	A1		no_match	
longing	1	NEW	sopir	sopira	longing		1	A1	sopiro	ok	
loudness	1	NEW	laŭtec	laŭteco	loudness		1	A1	laŭdneso	ok	
loudspeaker	1	NEW	laŭtparolil	laŭtparolilo	loudspeaker, speaker	laŭt+parol	1	A1		compound	
lounge	1	NEW	pasum	pasumi	to dawdle, lounge, lounge about, stroll		1	A1	ripozejo	ok	
lovable	1	NEW	amebl	amebla	lovable		1	A1	aminda	ok	
loyalty	1	NEW	fidelec	fideleco	adherence, allegiance, fealty, fidelity, loyalty		1	A1	lojaleco	ok	
lump	1	NEW	bul	bulo	ball, chunk, clod, hunk, lump, wad, bullet		1	A1	fragmento, maso, peco, tubero	ok	
lunchbox	1						1	A1		no_match	
lurk	1	NEW	kaŭr	kaŭri	to cower, crouch, squat, lurk		1	A1	ŝtelatendi	ok	
luxurious	1	LINK	luks	luksa	deluxe, luxurious, sumptuous		1	A1		ok	
machinery	1	NEW	radar	radaro	radar; wheelwork, machinery		1	A1	maŝinaro	ok	
madder	1	NEW	rubi	rubio	madder		1	A1		ok	
magcally	1						1	A1		no_match	
magnificent	1	NEW	beleg	belega	exquisite, gorgeous, lovely, magnificent, splendid		1	A1	grandioza, superba	ok	
magnify	1	LINK	pligrandig	pligrandigi	to aggrandize, augment, enlarge, increase, magnify		1	A1		ok	
magpie	1	NEW	pig	pigo	magpie, pica		1	A1		ok	
majestic	1	NEW	majest	majesta	majestic		1	A1		ok	
mandala	1	NEW	mandal	mandalo	mandala		1	A1		ok	
marketplace	1	NEW	foirej	foirejo	fairground, marketplace		1	A1	vendoplaco	ok	
matey	1						1	A1		no_match	
meander	1	NEW	vag	vagi	to drift, loiter, prowl, ramble, roam, wander, meander, stray		1	A1	meandri, meandro, serpenti, serpentumi, sinui	ok	
meatball	1						1	A1		no_match	
melodious	1	LINK	melodi	melodia	melodic, melodious, tuneful		1	A1		ok	
mend	1	NEW	flik	fliki	to darn, mend, patch (up)		1	A1	ripari	ok	
mesmerise	1						1	A1		no_match	
mew	1	NEW	miaŭ	miaŭi	to meow, mew		1	A1	katbleki, miaŭo	ok	
mewing	1						1	A1		no_match	
microwave	1	NEW	mikroond	mikroonda	microwave		1	A1	mikroondo	ok	
mightier	1						1	A1		no_match	
mindful	1	LINK	zorg	zorga	careful, mindful, regardful		1	A1		ok	
miraculously	1	NEW	mirakl	mirakle	miraculously		1	A1		ok	reclaimed from proper_noun — confirm not a name
misery	1	NEW	mizer	mizero	misery, wretchedness		1	A1		ok	
moan	1	NEW	ĝem	ĝemi	to groan, moan		1	A1	ekĝemo, ĝemadi, ĝemo	ok	
moat	1	NEW	fosaĵ	fosaĵo	excavation, hole, ditch, pit, moat, trench		1	A1		ok	
mock	1	NEW	mok	moki	to mock, deride, jeer at, poke fun at, ridicule, taunt		1	A1	imitaĉi, primoki, ŝajniga	ok	
modesty	1	NEW	pudor	pudoro	chaste behavior, modesty, sense of decency		1	A1	diskreteco, modesteco, modesto	ok	reclaimed from proper_noun — confirm not a name
mold	1	NEW	ŝim	ŝimo	mildew, mold		1	A1	modli, muldi, muldilo	ok	
"mother,""can"	1						1	A1		no_match	
motionless	1	NEW	senmov	senmova	immobile, inert, motionless, stagnant, stationary, still, motionless		1	A1	senmove	ok	
mound	1	NEW	dig	digo	dam, dike, embankment, jetty, mound		1	A1	remparo, tombmonteto	ok	
mountainside	1	NEW	montflank	montflanko	mountainside	mont+flank	1	A1		compound	
mourn	1	NEW	funebr	funebri	to bewail, mourn, grieve, weep		1	A1	lamenti, malĝoji, ploregi, priplori	ok	
mover	1	NEW	mebloportist	mebloportisto	(re)mover	mebl+port	1	A1		compound	reclaimed from proper_noun — confirm not a name
multi	1						1	A1		no_match	
mumble	1	NEW	balbutad	balbutado	mumble, gibberish		1	A1		ok	
mutter	1	NEW	murmur	murmuri	to murmur, mutter		1	A1		ok	
naptime	1						1	A1		no_match	
navigate	1	LINK	ŝip	ŝipi	to cruise, navigate, sail, ship		1	A1	marveturi, navigacii, navigi	ok	
needel	1						1	A1		no_match	
neglect	1	NEW	nefar	nefari	to fail, neglect, omit		1	A1	malatenti, malprefero, malzorgi, neglekti, neglekto	ok	
nephew	1	NEW	nev	nevo	nephew		1	A1	fratido	ok	
newly	1	LINK	nov	nove	newly		1	A1		ok	
nickname	1	NEW	alnom	alnomo	alias, nickname, surname		1	A1	apudnomo, karesnomo, kaŝnomo, kromnomo, moknomo	ok	
niece	1	NEW	nevin	nevino	niece		1	A1	fratidino	ok	
nighttime	1						1	A1		no_match	
nonsense	1	NEW	blag	blago	joke, nonsense		1	A1	absurdaĵo, babilaĉo, galimatio, malsaĝeco, sensencaĵo	ok	
nudge	1	NEW	ekpuŝ	ekpuŝi	to jog, nudge		1	A1	kubutumi, moveti	ok	
nugget	1						1	A1		no_match	
o'clock	1						1	A1		no_match	
oar	1	NEW	remil	remilo	oar		1	A1		ok	
obedience	1	LINK	obe	obeo	obedience		1	A1	disciplinemo, obeemo	ok	
observant	1	NEW	observem	observema	observant		1	A1		ok	
odor	1	LINK	odor	odoro	odor, scent, smell		1	A1		ok	
offering	1	LINK	alport	alporto	offering		1	A1	donacofero, oferado, oferaĵo, oferdono	ok	
officially	1	NEW	laŭofic	laŭofice	officially		1	A1	oficiale	ok	
oink	1						1	A1		no_match	
operas	1						1	A1		no_match	
operator	1	NEW	operaciil	operaciilo	operator		1	A1	funkciigisto, manipulanto, operacianto, operacisimbolo, operatoro	ok	
opportunistic	1						1	A1		no_match	
optimistic	1	NEW	optimism	optimisma	optimistic		1	A1		ok	
ounce	1	NEW	unc	unco	ounce		1	A1		ok	
outrun	1	NEW	preterkur	preterkuri	to outrun, outstrip	preter+kur	1	A1		compound	
outsider	1	NEW	eksterul	eksterulo	outsider		1	A1		ok	
outsite	1						1	A1		no_match	
outsmart	1	NEW	superruz	superruzi	to outsmart, outwit	super+ruz	1	A1		compound	
outstretche	1						1	A1		no_match	
overcame	1						1	A1		no_match	
overhear	1	NEW	subaŭd	subaŭdi	to overhear		1	A1		ok	
overnight	1	NEW	tranokt	tranokta	overnight		1	A1	tranokto	ok	
overwhelm	1	NEW	subig	subigi	to subdue, overwhelm, subjugate, subject		1	A1	premegi, superŝarĝi, superŝuti	ok	
packet	1	NEW	paket	paketo	packet, parcel		1	A1	pakoaĵo	ok	
pal	1	NEW	kamarad	kamarado	buddy, companion, comrade, pal, mate, chum		1	A1	kompano	ok	
par	1	NEW	alpar	alparo	face value, nominal value, parity, par		1	A1		ok	
parachute	1	NEW	paraŝut	paraŝuta	airborne, parachute		1	A1	paraŝuti, paraŝutigi, paraŝuto	ok	
paradise	1	NEW	eden	edeno	paradise		1	A1	elizeo, paradizo	ok	
parlor	1	NEW	salon	salono	drawing room, living room, parlor, salon, sitting room		1	A1	parolejo	ok	
passageway	1	NEW	pasej	pasejo	gate, gangway, passage, passageway		1	A1	koridoro, trapasejo	ok	
pathway	1	LINK	voj	vojo	course, passage, path, pathway, road, route, way		1	A1		ok	
patter	1	NEW	gutet	guteti	to drip, leak, patter, trickle, exude		1	A1		ok	
peat	1	NEW	torf	torfo	peat, turf		1	A1		ok	
perfection	1	NEW	perfektec	perfekteco	perfection		1	A1		ok	
performer	1	NEW	farant	faranto	performer		1	A1	elfaranto, koncertisto, prezentanto	ok	
petrify	1	NEW	ŝtonig	ŝtonigi	to petrify (something), make something into stone		1	A1	ŝtoniĝi	ok	
pew	1	NEW	preĝbenk	preĝbenko	pew	preĝ+benk	1	A1		compound	
pip	1	NEW	pips	pipso	pip (disease in birds)		1	A1	grajno	ok	
pitter	1						1	A1		no_match	
playdate	1						1	A1		no_match	
playthe	1						1	A1		no_match	
plea	1	NEW	pled	pledi	to appeal, plea, plead		1	A1	argumento, pledo	ok	
pleadingly	1						1	A1		no_match	
pleeease	1						1	A1		no_match	
plump	1	LINK	dik	dika	thick, corpulent, fat, stout, plump, bold (font)		1	A1	diketa, plumpa	ok	
plush	1	NEW	pluŝ	pluŝo	plush		1	A1		ok	
politeness	1	NEW	ĝentilec	ĝentileco	civility, courtesy, politeness		1	A1		ok	
pollen	1	NEW	polen	poleno	pollen		1	A1	florsemo	ok	
pollute	1	LINK	polu	polui	to pollute		1	A1	malpurigi, poluciigi	ok	
poof	1						1	A1		no_match	
poolside	1						1	A1		no_match	
portion	1	NEW	on	ono	portion, fraction, fragment, share, digit		1	A1	doto, dozo, parto, porcio	ok	
postman	1	NEW	poŝtist	poŝtisto	mail carrier, postal worker, mailman, postman		1	A1	leteristo, leterportisto	ok	
powerless	1	NEW	senpov	senpova	powerless, impotent		1	A1	senforta, senpotenca	ok	
practicig	1						1	A1		no_match	
pre	1						1	A1		no_match	
precariously	1						1	A1		no_match	
precise	1	NEW	net	neta	cleanly cut, neat, precise, net (weight, etc.), distinct		1	A1	akurata, preciza	ok	
preference	1	NEW	agord	agordo	accord, agreement, consonance, customization, options, setup, settings, mood, tuning, preference		1	A1	prefero	ok	
presto	1						1	A1		no_match	
promotion	1	NEW	varbad	varbado	campaigning, enrolment, promotion, recruitment		1	A1	gradaltigo, plirangigo, promocio, reklamado	ok	
puck	1	NEW	hokedisk	hokedisko	puck	hok+disk	1	A1		compound	
puffy	1	NEW	puf	pufa	puffed, puffy, stuffed		1	A1		ok	
pump	1	NEW	pump	pumpi	to pump		1	A1	elpumpi, pumpilo, puŝpumpilo	ok	
punch	1	LINK	tru	trui	to perforate, punch, puncture, make a hole in		1	A1	pugni, pugnobati, pugnofrapo, punĉo, ŝtanci	ok	
puzzlw	1						1	A1		no_match	
pyjama	1						1	A1		no_match	
quest	1	LINK	serĉ	serĉo	lookup, search, seek, quest		1	A1	informiĝo, serĉado	ok	
quit3	1						1	A1		no_match	
racket	1	NEW	brueg	bruego	clamor, racket, row, noise, turmoil, uproar, tumult		1	A1	rakedo, rumoro, tumulto	ok	
rage	1	NEW	muĝ	muĝo	rage, roar		1	A1	furiozeco, furiozi, kolerego, rabio, tumulti	ok	
rainfall	1						1	A1		no_match	
rainstorm	1						1	A1		no_match	
rainwater	1						1	A1		no_match	
ramp	1	NEW	rampl	ramplo	ramp		1	A1		ok	
rash	1	NEW	erupci	erupcio	eruption, rash		1	A1	ekzantemo, hazarda, senpripensa	ok	
raspberry	1	NEW	framb	frambo	raspberry		1	A1	framboarbusto	ok	
rattle	1	LINK	klak	klaki	to chatter, clap, click, rattle, flap, slap, smack		1	A1	klakilo, kraketi, ludtintilo, rasli, rinanto	ok	
readily	1	NEW	volont	volonte	readily, willingly		1	A1		ok	
realization	1	NEW	realiĝ	realiĝo	realization		1	A1	ekkonscio, kompreno	ok	
reap	1	NEW	falĉ	falĉi	to cut, mow, reap		1	A1	rikolti	ok	
rearrange	1	NEW	rearanĝ	rearanĝi	to rearrange		1	A1	aliaranĝi, alistrukturi	ok	
reassurance	1						1	A1		no_match	
recital	1	LINK	rakont	rakonto	account, narrative, story, tale, recital		1	A1	deklamado, recitalo	ok	
recognise	1						1	A1		no_match	
recount	1	NEW	fabel	fabeli	tell fables, recount		1	A1	rakonti	ok	
recovery	1	LINK	sav	savo	salvage, salvation, recovery		1	A1	memorhelpa, reakiro, reboniĝo, retrovo, riparado	ok	
reel	1	NEW	ril	rilo	reel		1	A1	bobenego, bobenfarilo, bobeno, haspelo, ŝanceliĝi	ok	
refreshingly	1						1	A1		no_match	
refusal	1	LINK	rifuz	rifuzo	refusal, rejection		1	A1	malkonfeso	ok	
rein	1	NEW	kondukil	kondukilo	rein (of a horse)		1	A1		ok	
relent	1	NEW	dolĉiĝ	dolĉiĝi	to relent		1	A1	kvietiĝi, malinsisti, malseveriĝi	ok	
remarkable	1	NEW	rimarkind	rimarkinda	noteworthy, remarkable, prominent		1	A1		ok	
repeatedly	1	NEW	ad	ade	continually, continuously, repeatedly, often		1	A1	plurfoje, ripetfoje	ok	
repeatly	1						1	A1		no_match	
"replied:""oh"	1						1	A1		no_match	
rescuer	1	NEW	savist	savisto	rescuer		1	A1	liberiganto	ok	
reset	1	NEW	reŝarĝ	reŝarĝa	reset		1	A1	rekomenciga, rekomencigi, rekomencigo	ok	
resign	1	NEW	abdik	abdiki	to abdicate, resign		1	A1	demisii, eksiĝi, kapitulaci, rezigni	ok	
resourceful	1	NEW	aranĝem	aranĝema	ingenious, resourceful		1	A1	eltrovema, elturniĝema	ok	
resourcefulness	1	NEW	eltrovem	eltrovemo	ingenuity, resourcefulness		1	A1	elturniĝemo	ok	
restart	1	NEW	restart	restarto	reboot, restart		1	A1	rekomenci, rekomenciĝi, restartigi, restartigo	ok	
retye	1						1	A1		no_match	
reverse-	1						1	A1		no_match	
reversinng	1						1	A1		no_match	
rhyme	1	NEW	rim	rimi	to rhyme		1	A1	interrimi, kunrimi, rimigi, rimiĝi, rimo	ok	
rib	1	NEW	rip	ripo	rib		1	A1	nervuro, vergeto	ok	
rider	1	LINK	aldon	aldono	addendum, addition, adjunct, appendix, rider, supplement		1	A1		ok	
ridiculous	1	NEW	ridind	ridinda	funny, laughable, ludicrous, ridiculous, droll		1	A1		ok	
rightful	1	NEW	rajt	rajta	lawful, legitimate, rightful		1	A1	laŭrajta	ok	
ripen	1	NEW	maturiĝ	maturiĝi	to mature, ripen		1	A1		ok	
ripple	1	NEW	ondet	ondeti	to ripple		1	A1	ondetigi, ondetiĝi, ondeto	ok	
risky	1	LINK	risk	riska	adventurous, hazardous, risky, venturous		1	A1	riskema, riskoplena	ok	
riverside	1						1	A1		no_match	
robe	1	LINK	rob	robi	to robe		1	A1	ĥalato, robo, talaro, vesti	ok	
rose	1	NEW	roz	rozo	rose		1	A1	rozujo	ok	
rosemary	1	NEW	rosmaren	rosmareno	rosemary		1	A1		ok	
roughly	1	NEW	aspr	aspre	roughly, harshly		1	A1	insulte, malkviete, malnete	ok	
roundest	1						1	A1		no_match	
rowboat	1	NEW	remboat	remboato	rowboat	rem+boat	1	A1		compound	
rubbish	1	LINK	rub	rubo	debris, rubbish, rubble, garbage, trash, junk		1	A1	absurdaĵo, defalaĵo, elĵetaĵo, forjetaĵo, forĵetaĵo	ok	
rudely	1	NEW	malĝentil	malĝentile	impolitely, rudely		1	A1	maldelikate	ok	
rummage	1						1	A1		no_match	
rung	1	LINK	ŝtup	ŝtupo	stair, step, rung		1	A1	ŝtupeto	ok	
runnne	1						1	A1		no_match	
rust	1	NEW	rust	rusti	to rust		1	A1	rustaĵo, rustiĝi, rusto	ok	
"said,""if"	1						1	A1		no_match	
"said,""okay"	1						1	A1		no_match	
"said,""this"	1						1	A1		no_match	
"said:""mummy"	1						1	A1		no_match	
salon	1	NEW	salon	salono	drawing room, living room, parlor, salon, sitting room		1	A1	vizitĉambro	ok	
sandal	1	NEW	sandal	sandalo	sandal		1	A1	pantofleto	ok	
sap	1	LINK	suk	suko	gravy, juice, sap, pith		1	A1	kontraŭmini, sapei, subfosi	ok	
saunter	1	NEW	malrapidir	malrapidiri	to saunter		1	A1		ok	
scaredy	1						1	A1		no_match	
scariness	1						1	A1		no_match	
scourging	1						1	A1		no_match	
scrape	1	NEW	knar	knari	to creak, screech, grate, grind, scratch, squeak, scrape		1	A1	degrati, gratvundo, skrapi	ok	
"screamed,""help"	1						1	A1		no_match	
screech	1	NEW	knar	knari	to creak, screech, grate, grind, scratch, squeak, scrape		1	A1	kriĉi, kriĉo	ok	reclaimed from proper_noun — confirm not a name
scrunch	1	NEW	krakad	krakado	crunch, scrunch, grating noise, grinding noise, scratch, scratching, scraping, grating		1	A1	kraksoni	ok	
scuttle	1						1	A1		no_match	
secretly	1	LINK	kaŝ	kaŝe	clandestinely, secretly, by stealth		1	A1	kuŝe	ok	
securely	1						1	A1		no_match	
seize	1	NEW	rajp	rajpi	to bind, seize (up)		1	A1	ekkapti, ekkati, rekvizicii, sekvestri	ok	
selfie	1						1	A1		no_match	
selfishness	1	NEW	egoism	egoismo	egoism, self-interest, selfishness		1	A1	profitemo	ok	
seller	1	NEW	vendant	vendanto	seller, vendor		1	A1		ok	
sermon	1	NEW	predik	prediko	sermon		1	A1		ok	
server	1	NEW	servil	servilo	server		1	A1		ok	
shaky	1	NEW	nestarem	nestarema	shaky, rickety, wobbly, loose	nest+rem	1	A1		compound	
sharer	1	NEW	kundividant	kundividanto	sharer		1	A1	kunhaviganto, partprenanto	ok	
sheepishly	1						1	A1		no_match	
shoebox	1						1	A1		no_match	
shovels	1						1	A1		no_match	
shriek	1	NEW	krieg	kriegi	to bawl, roar, scream, shout, shriek, yell		1	A1		ok	
shrinker	1						1	A1		no_match	
shrunk	1						1	A1		no_match	
shyness	1	NEW	hontec	honteco	shyness		1	A1	sinĝeno, timeteco	ok	
sickness	1	NEW	malsan	malsano	ailment, disease, illness, malady, sickness		1	A1	malbonfarto	ok	
sideline	1	NEW	flankokup	flankokupo	hobby, sideline	flank+okup	1	A1	almarĝenigi	compound	
signature	1	NEW	subskrib	subskribo	signature		1	A1	identigaĵo	ok	
sillyness	1						1	A1		no_match	
silverware	1	NEW	arĝentar	arĝentaro	silverware		1	A1		ok	
simmer	1	NEW	stuf	stufi	to braise, simmer, stew		1	A1	boleti	ok	
skate	1	NEW	raj	rajo	ray, skate, stingray		1	A1	gliti, glitilo, glitkuri, glitkurilo, sketi	ok	
sketch	1	NEW	etud	etudo	etude, study, sketch		1	A1	desegni, krokizo, skeĉo, skizi, skizo	ok	
skillfully	1						1	A1		no_match	
slash	1	NEW	sabr	sabri	to hack, slash		1	A1	detranĉo, malaprobegi, sabrobati, suprenstreko, tranĉadi	ok	
sleepyhead	1	NEW	dormemul	dormemulo	sleepyhead, someone who likes to sleep	dorm+mul	1	A1		compound	
slim	1	NEW	graci	gracia	graceful, gracious, slender, slim		1	A1	svelta, sveltiĝadi	ok	
sloppy	1						1	A1		no_match	
slurp	1						1	A1		no_match	
sly	1	NEW	ruz	ruza	artful, crafty, sly, astute, clever, cunning, smart		1	A1	kaŝema	ok	
smelly-	1						1	A1		no_match	
smock	1	NEW	kazak	kazako	colors, smock		1	A1	kitelo	ok	
smooshy	1						1	A1		no_match	
smoother	1						1	A1		no_match	
smoothness	1						1	A1		no_match	
smug	1						1	A1		no_match	
snache	1						1	A1		no_match	
sneakily	1						1	A1		no_match	
snip	1	NEW	tondaĵ	tondaĵo	snip		1	A1	tondeti	ok	
snivel	1	NEW	ploret	ploreti	to snivel, whimper, whine		1	A1		ok	
snowstorm	1						1	A1		no_match	
snug	1	LINK	komfort	komforta	at ease, comfortable, cozy, snug		1	A1		ok	
solemnly	1	NEW	solen	solene	ceremoniously, solemnly		1	A1		ok	
solver	1						1	A1		no_match	
someplace	1	NEW	iulok	iuloke	anyplace, anywhere, someplace, somewhere		1	A1		ok	
soooooo	1						1	A1		no_match	
soot	1	NEW	fulg	fulgo	soot		1	A1		ok	
"sound,""thought"	1						1	A1		no_match	
sound-	1						1	A1		no_match	
spacesuit	1						1	A1		no_match	
spar	1	NEW	jard	jardo	yard (3 feet), spar		1	A1	mastaro, sparo, spato, stango, trejnboksi	ok	
speck	1	NEW	grajn	grajno	grain, granule, pip (of fruit), stone (of fruit), particle, speck, seed		1	A1	makuleto	ok	
spectacle	1	NEW	vidaĵ	vidaĵo	prospect, sight, view, spectacle, sight, parade, display, pageant, thing to see		1	A1	spektaklo	ok	
spew	1	NEW	ŝurc	ŝurci	to spurt, gush, spew		1	A1	elĵeti, ŝpurcflui	ok	
spikey	1						1	A1		no_match	
spine	1	NEW	dorn	dorno	thorn, prickle, spine		1	A1	spino, vertebraro	ok	
spiral	1	NEW	ŝraŭb	ŝraŭba	screw, spiral		1	A1	helikforma, spirala, spirali, spiralo	ok	
splatter	1	NEW	ŝprucetig	ŝprucetigi	to atomize, spatter, splatter, spray		1	A1		ok	
splendid	1	NEW	pomp	pompa	pompous, resplendent, showy, splendid		1	A1	belega, grandioza, superba	ok	
spot-	1						1	A1		no_match	
sprayer	1	NEW	aspergil	aspergilo	atomizer, sprayer		1	A1		ok	
springtime	1	LINK	printemp	printempo	spring, springtime		1	A1		ok	
sprinke	1						1	A1		no_match	
sprinkler	1	NEW	ŝprucigil	ŝprucigilo	sprinkler		1	A1	akvoŝprucilo	ok	
sprint	1	NEW	sprint	sprinti	to sprint		1	A1	sprinto	ok	
squat	1	NEW	kaŭr	kaŭri	to cower, crouch, squat, lurk		1	A1	dikkorpa, diktrunka, kalkansidi, kaŭriĝi, stumpa	ok	
squiggle	1	NEW	zigzaget	zigzageto	squiggle		1	A1		ok	
squirm	1						1	A1		no_match	
staircase	1	NEW	ŝtupar	ŝtuparo	staircase, stairs		1	A1		ok	
stallion	1	NEW	stalon	stalono	stallion		1	A1	ĉevalviro, virĉevalo	ok	
starry	1	NEW	stelplen	stelplena	starry, star-filled, full of stars	stel+plen	1	A1		compound	
